time,x,y,theta_rad,theta_deg,state,theta_error_x,theta_error_y,angular_vel_x,angular_vel_y,linear_vel_x,linear_vel_y,position_error_x,position_error_y
0.5829887390136719,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6036109924316406,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.6063177585601807,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.6089727878570557,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.6117243766784668,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.6145422458648682,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.6172056198120117,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.6200206279754639,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.6226410865783691,5.544444561004639,5.544444561004639,0.0,0.0,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.6253573894500732,5.544444561004639,5.544444561004639,0.01600000075995922,0.9167325157517732,ROTACIONAR_X,3.141592653589793,0.0,6.283185307179586,0.0,0.0,0.0,0.0,0.0
0.633805513381958,5.544444561004639,5.544444561004639,0.03200000151991844,1.8334650315035463,ROTACIONAR_X,3.125592652829834,0.0,6.251185305659668,0.0,0.0,0.0,0.0,0.0
0.6509273052215576,5.544444561004639,5.544444561004639,0.04800000041723251,2.7501974405336136,ROTACIONAR_X,3.1095926520698747,0.0,6.219185304139749,0.0,0.0,0.0,0.0,0.0
0.6667778491973877,5.544444561004639,5.544444561004639,0.06400000303983688,3.6669300630070927,ROTACIONAR_X,3.0935926531725606,0.0,6.187185306345121,0.0,0.0,0.0,0.0,0.0
0.6827754974365234,5.544444561004639,5.544444561004639,0.07999999821186066,4.5836622585937485,ROTACIONAR_X,3.0775926505499562,0.0,6.1551853010999125,0.0,0.0,0.0,0.0,0.0
0.6986217498779297,5.544444561004639,5.544444561004639,0.09600000083446503,5.500394881067227,ROTACIONAR_X,3.0615926553779325,0.0,6.123185310755865,0.0,0.0,0.0,0.0,0.0
